"ChEMBL ID"	"Name"	"Synonyms"	"Type"	"Max Phase"	"Molecular Weight"	"Targets"	"Bioactivities"	"AlogP"	"PSA"	"HBA"	"HBD"	"#RO5 Violations"	"#Rotatable Bonds"	"Passes Ro3"	"QED Weighted"	"ACD ApKa"	"ACD BpKa"	"ACD LogP"	"ACD LogD"	"Aromatic Rings"	"Structure Type"	"Inorganic Flag"	"Heavy Atoms"	"HBA Lipinski"	"HBD Lipinski"	"#RO5 Violations (Lipinski)"	"Molecular Weight (Monoisotopic)"	"Molecular Species"	"Molecular Formula"	"Smiles"
"CHEMBL2108796"	"MINRETUMOMAB"	"MAB-CC49|MINRETUMOMAB|Minretumomab"	"Antibody"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3989426"	"CALAMINE"	"CALA SOOTHE|CALAMINE|CHRISTIE GEORGE'S|ECZEDERM"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"1"	""	""	""	""	""	""	""	""
"CHEMBL3545160"	"SU-14813"	"SU-14813"	"Small molecule"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545055"	"INK-1117"	"INK-1117"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108782"	"POLYPROPYLENE GLYCOL"	"POLYPROPYLENE GLYCOL"	"Small molecule"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109650"	"RO-4905417"	"RO-4905417"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545091"	"XEN403"	"XEN403"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201484"	"SODIUM POLYSTYRENE SULFONATE"	"KALEXATE|KAYEXALATE|KIONEX|POLYSTYRENE SULFONATE|Polystyrene Sulfonate|RESONIUM A|SODIUM POLYSTYRENE SULFONATE"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545114"	"KD3010"	"KD3010"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109247"	"LBY-135"	"LBY-135"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108620"	"LOTRAFILCON B"	"LOTRAFILCON B"	"Unknown"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109288"	"BIVATUZUMAB MERTANSINE"	"BIVATUZUMAB MERTANSINE|BIWA-1-DM1|Bivatuzumab mertansine"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109284"	"CMB-401"	"CMB-401|HCTMO1-CALICHEAMICIN"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109188"	"FUSAFUNGINE"	"FUSAFUNGINE|LOCABIOTAL|S 314"	"Unknown"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108784"	"ZIRALIMUMAB"	"ABX-RB2|ZIRALIMUMAB|Ziralimumab"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108075"	"PAPAIN"	"CAROID|PAPAIN"	"Unknown"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109486"	"CDP-850"	"CDP-850"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201543"	"INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN"	"INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN|Insulin zinc susp semisynthetic purified human|NOVOLIN L"	"Protein"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545203"	"RG7342"	"RG7342|RO6806127"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545146"	"SRX251"	"SRX251"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109038"	"IMCIROMAB PENTETATE"	"C-4|IMCIROMAB|IMCIROMAB PENTETATE|INDIUM (111IN) IMCIROMAB|INDIUM IN 111 IMCIROMAB PENTETATE|MYOSCINT"	"Antibody"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201501"	"DIMYRISTOYL LECITHIN"	"DIMYRISTOYL LECITHIN|Dimyristoyl lecithin"	"Unknown"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108228"	"BECTUMOMAB"	"BECTUMOMAB|IMMU-LL2|LYMPHO SCAN|LYMPHOSCAN|TECHNETIUM TC 99M BECTUMOMAB"	"Antibody"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2104118"	"CYANOCOBALAMIN CO 60"	"60CO|CYANOCOBALAMIN (60CO)|CYANOCOBALAMIN CO 60|CYANOCOBALAMIN CO-60|RACOBALAMIN-60|RUBRATOPE-60"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108591"	"ELSILIMOMAB"	"B-E8|ELSILIMOMAB|Elsilimomab"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2107488"	"TECHNETIUM TC 99M MERTIATIDE"	"TC-MAG3|TECHNESCAN MAG3|TECHNETIUM (99MTC) MERTIATIDE|TECHNETIUM TC 99M MERTIATIDE|TECHNETIUM TC-99M MERTIATIDE KIT|Technetium (99Mtc) Mertiatide|Technetium tc-99m mertiatide kit"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109268"	"NARATUXIMAB EMTANSINE"	"IMGN-529|NARATUXIMAB EMTANSINE"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545300"	"CP-459632"	"CP-459632"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2110556"	"INDIUM PENTETREOTIDE"	""	"Protein"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1200698"	"PENTETATE CALCIUM TRISODIUM YB 169"	"169YB|COMPOUND 24266|MATERIAL A|MRP-10|PENTETATE CALCIUM TRISODIUM YB 169|PENTETATE CALCIUM TRISODIUM YB-169|YTTERBIUM YB 169 DTPA"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201514"	"PEGADEMASE BOVINE"	"ADAGEN|PEGADEMASE BOVINE|Pegademase bovine"	"Enzyme"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109409"	"CORESEVIN M"	"CORESEVIN M"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108266"	"CEDELIZUMAB"	"CEDELIZUMAB|ORTHOCLONE OKT4 A|RWJ-49004"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108475"	"PRILIXIMAB"	"CEN 000029|CENTARA|CM-MT412|MT-412|PRILIXIMAB"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109095"	"ERLIZUMAB"	"ERLIZUMAB|RHUMAB CD18"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109419"	"HU3F4"	"HU3F4"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109365"	"HUPAM4"	"HUPAM4"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2107994"	"SILVER PROTEIN, MILD"	"ARGOTONE|MILD SILVER PROTEIN|PROTARGIN, MILD|SILVER PROTEIN|SILVER PROTEIN, MILD"	"Unknown"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545090"	"RXDX-103"	"RXDX-103"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109501"	"IGN-311"	"IGN-311"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201541"	"INSULIN SUSP PROTAMINE ZINC PURIFIED BEEF"	"INSULIN SUSP PROTAMINE ZINC PURIFIED BEEF|Insulin susp protamine zinc purified beef|PROTAMINE ZINC AND ILETIN II|PROTAMINE ZINC INSULIN"	"Protein"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109298"	"MEDI-3617"	"MEDI-3617"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109526"	"PG-110"	"PG-110"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109257"	"IMC-1C11"	"IMC-1C11"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109553"	"CYT-500"	"CYT-500"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201651"	"PROTAMINE SULFATE"	"PROSULF|PROTAMINE|PROTAMINE SULFATE|Protamine Sulphate|Protamine sulfate"	"Protein"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2107890"	"TAPLITUMOMAB PAPTOX"	"TAPLITUMOMAB PAPTOX|Taplitumomab paptox"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545000"	"MK-2201"	"MK-2201"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109283"	"BICIROMAB BRALLOBARBITAL"	"BICIROMAB BRALLOBARBITAL|Biciromab brallobarbital|FIBRISCINT|T2G1S"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2110561"	""	""	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2096659"	"TECHNETIUM TC 99M BICISATE"	"NEUROLITE|TECHNETIUM (99MTC) BICISATE|TECHNETIUM TC 99M BICISATE|TECHNETIUM TC-99M BICISATE KIT|Technetium tc-99m bicisate kit"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108514"	"FERUMOXTRAN-10"	"BMS 180549|CODE 7227|COMBIDEX|FERUMOXTRAN-10"	"Unknown"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108051"	"STAMULUMAB"	"MYO-029|STAMULUMAB"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201094"	"COBALTOUS CHLORIDE CO 60"	"60CO|COBALT CHLORIDE CO-60|COBALTOUS CHLORIDE CO 60|COBATOPE-60"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"1"	""	""	""	""	""	""	""	""
"CHEMBL2109556"	"MLN-2704"	"MLN-2704|MLN-591DM1"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2107902"	"TECHNETIUM TC 99M FANOLESOMAB"	"ANTI-SSEA-1|LEUTECH|NEUTROSPEC|RB5-IGM|TC 99M ANTI-SSEA-1|TC99M RB5 IGM|TECHNETIUM (99M TC) FANOLESOMAB|TECHNETIUM (99MTC) FANOLESOMAB|TECHNETIUM TC 99M FANOLESOMAB"	"Antibody"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108037"	"LOTRAFILCON A"	"LOTRAFILCON A|SEE3"	"Unknown"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3707232"	"FERROUS SUCCINATE"	"FERROMYN|FERROUS SUCCINATE"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109485"	"ONCOLYSIN CD6"	"ONCOLYSIN CD6"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2107324"	"CORTICORELIN ACETATE"	"CORTICORELIN ACETATE|NEU 3002|XERECEPT"	"Protein"	"3"	"4757.53"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"BOTH"	"0"	""	""	""	""	"4754.5"	""	"C208H344N60O63S2"	"CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]4CCCN4C(=O)[C@@H]5CCCN5C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CO)[C@@H](C)CC)[C@@H](C)O)C(C)C)[C@@H](C)CC)C(=O)N"
"CHEMBL2109361"	"PEMTUMOMAB"	"Pemtumomab|RG-1549|Theragyn"	"Antibody"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2106640"	"FERROUS CITRATE FE 59"	"59FE|FERROUS CITRATE FE 59|FERROUS CITRATE, FE-59|FERRUTOPE"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108469"	"MUPLESTIM"	"HEMOKINE|MUPLESTIM|SDZ ILE 964"	"Protein"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108575"	"ASELIZUMAB"	"ASELIZUMAB|Aselizumab"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545014"	"AM-461"	"AM-461"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545334"	"AVE8134"	"AVE8134"	"Small molecule"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2221312"	"GADOXETIC ACID"	"GADOXETIC ACID"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108667"	"YTTRIUM Y 90 IBRITUMOMAB TIUXETAN"	"BAY-86-5128|IBRITUMOMAB TIUXETAN|YTTRIUM Y 90 IBRITUMOMAB TIUXETAN"	"Antibody"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2096641"	"SODIUM PERTECHNETATE TC 99M"	"MINITEC|PERTSCAN-99M|SODIUM PERTECHNETATE TC 99M|SODIUM PERTECHNETIUM (99MTC) INJECTION|TC 99M GENERATOR|TECHNELITE|TECHNETIUM (99MTC) PERTECHNETATE|TECHNETIUM TC 99M GENERATOR|TECHNETIUM TC-99M SODIUM PERTECHNETATE|TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR|Technetium (99Mtc) Pertechnetate|Technetium tc-99m sodium pertechnetate generator|ULTRA-TECHNEKOW FM"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"1"	""	""	""	""	""	""	""	""
"CHEMBL2109646"	"REGN-1154"	"REGN-1154"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201658"	"ALKAVERVIR"	"ALKAVERVIR|Alkavervir|VERILOID"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545240"	"CLX-0921"	"CLX-0921"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545119"	"BMS-794833"	"BMS-794833"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108906"	"BELLADONNA"	"BELLADONNA|BELLADONNA EXTRACT"	"Small molecule"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109411"	"RG-7444"	"RG-7444"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108834"	"BELLADONNA ROOT"	"BELLAD|BELLADONNA ROOT"	"Small molecule"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109369"	"90Y-CT84.66"	"90Y-CT84.66"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109211"	"MEASLES VIRUS VACCINE LIVE"	"ATTENUVAX|MEASLES VIRUS VACCINE LIVE|MEASLES, LIVE ATTENUATED"	"Unknown"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108986"	"ARGIPRESSIN TANNATE"	"ARGIPRESSIN|ARGIPRESSIN TANNATE|CI-107|PITRESSIN TANNATE (SYNTHETIC)"	"Protein"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109468"	"HUMAX-IL15"	"HUMAX-IL15"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545148"	"PHE377"	"PHE377"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201504"	"FIBRINOGEN I 125"	"FIBRINOGEN (125I)|FIBRINOGEN I 125|FIBRINOGEN, I-125|IBRIN|RADIONUCLIDE-LABELED (125 I) FIBRINOGEN (HUMAN) SENSOR"	"Unknown"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545359"	"ARRY-300"	"ARRY-300|MET-300"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109621"	"ABITUZUMAB"	"ABITUZUMAB|ALD403|DI17E6"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545228"	"JTS-653"	"JTS-653"	"Small molecule"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109581"	"RING SCAN 111IN"	"RING SCAN|RING SCAN 111IN"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109472"	"MDX-CD4"	"MDX-CD4"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108619"	"LONTUCIREV (REPLICATING ADENOVIRUS)"	"CI-1042|LONTUCIREV (REPLICATING ADENOVIRUS)|ONYX-015"	"Unknown"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201653"	"INSULIN ZINC SUSP PURIFIED PORK"	"INSULIN ZINC SUSP PURIFIED PORK|Insulin zinc susp purified pork|LENTE|LENTE ILETIN II (PORK)"	"Protein"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1201542"	"INSULIN ZINC SUSP EXTENDED PURIFIED BEEF"	"INSULIN ZINC SUSP EXTENDED PURIFIED BEEF|Insulin zinc susp extended purified beef|ULTRALENTE"	"Protein"	"4"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109640"	"14,18"	"14,18"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109224"	"ROVELIZUMAB"	"HU23F2G|LEUKARREST|ROVELIZUMAB"	"Antibody"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108827"	"VAPALIXIMAB"	"VAPALIXIMAB|Vapaliximab"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109518"	"1D09C3"	"1D09C3"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2109432"	"MT-203"	"MT-203"	"Antibody"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2107844"	"BRIOBACEPT"	"BR-3-FC|BRIOBACEPT|SS-79"	"Protein"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545273"	"CR-3465"	"CR-3465"	"Small molecule"	"1"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL2108973"	"INSULIN HUMAN, ISOPHANE"	"INSULIN HUMAN, ISOPHANE"	"Protein"	"3"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545329"	"APD371"	"APD371"	"Small molecule"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL3545150"	"AZM-475271"	"AZM-475271"	"Small molecule"	"2"	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
